 reading input parameter from Param.in
  meteorologic parameters
  canopy parameters
  interception parameters
  snow parameters
  leaf parameters affecting PE
  soil parameters
  i1=            1 i2=           13
  flow parameters
  integration specifications
  heat flow
 in\Param.in closed
 in\Climate.in opened
 begin day loop

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
20. 9.2000  421.   0.00   0.00    0.0   1.1   0.7   0.0   0.3   0.9      -0.154
21. 9.2000  426.   0.13   0.00    7.0   0.2   0.7   0.0   0.0   0.0       0.049
22. 9.2000  425.   0.81   0.00    0.0   1.3   0.8   0.0   0.1   0.4      -0.103
23. 9.2000  423.   0.00   0.00    0.0   1.5   0.7   0.0   0.3   1.2      -0.141
24. 9.2000  421.   0.00   0.00    0.0   1.7   0.7   0.0   0.3   1.5      -0.143
25. 9.2000  429.   0.62   0.00   10.0   0.8   0.8   0.0   0.1   0.1      -0.023
26. 9.2000  427.   0.49   0.00    0.1   1.0   0.9   0.0   0.1   0.4      -0.106
27. 9.2000  426.   0.00   0.00    0.0   0.5   0.8   0.0   0.1   0.5      -0.115
28. 9.2000  426.   0.71   0.00    2.0   1.3   0.8   0.0   0.2   0.4      -0.068
29. 9.2000  423.   0.00   0.00    0.0   2.2   0.8   0.0   0.4   1.9      -0.144
30. 9.2000  421.   0.00   0.00    0.0   1.8   0.7   0.0   0.2   1.6      -0.145
 1.10.2000  421.   0.71   0.00    2.0   1.0   0.7   0.0   0.1   0.2       0.062
 2.10.2000  420.   0.00   0.00    0.0   0.8   0.6   0.0   0.2   0.7      -0.122
 3.10.2000  419.   0.00   0.00    0.0   0.7   0.6   0.0   0.1   0.6      -0.116
 4.10.2000  417.   0.00   0.00    0.0   1.0   0.6   0.0   0.1   0.9      -0.119
 5.10.2000  418.   0.72   0.00    3.4   1.0   0.6   0.0   0.1   0.2       0.111
 6.10.2000  418.   0.48   0.00    0.3   0.8   0.6   0.0   0.1   0.2      -0.074

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 7.10.2000  422.   0.30   0.00    6.3   0.4   0.6   0.0   0.0   0.1       0.061
 8.10.2000  423.   1.55   0.00    2.6   1.8   0.7   0.0   0.2   0.1       0.090
 9.10.2000  423.   0.23   0.00    0.7   0.4   0.7   0.0   0.1   0.2      -0.087
10.10.2000  425.   0.66   0.00    4.7   0.8   0.7   0.0   0.1   0.1       0.158
11.10.2000  425.   0.37   0.00    0.0   0.5   0.8   0.0   0.1   0.1      -0.092
12.10.2000  425.   0.97   0.00    3.0   1.5   0.8   0.0   0.2   0.4       0.089
13.10.2000  424.   0.00   0.00    0.0   0.6   0.8   0.0   0.1   0.5      -0.117
14.10.2000  423.   0.00   0.00    0.0   0.6   0.7   0.0   0.1   0.6      -0.138
15.10.2000  422.   0.00   0.00    0.0   0.2   0.7   0.0   0.0   0.1      -0.094
16.10.2000  421.   0.10   0.00    0.3   0.7   0.7   0.0   0.2   0.4      -0.096
17.10.2000  421.   0.46   0.00    1.5   0.6   0.7   0.0   0.1   0.1       0.062
18.10.2000  420.   0.00   0.00    0.0   0.6   0.6   0.0   0.2   0.4      -0.093
19.10.2000  421.   0.29   0.00    2.1   0.3   0.6   0.0   0.0   0.0       0.085
20.10.2000  420.   0.29   0.00    0.0   0.3   0.6   0.0   0.0   0.0      -0.081
21.10.2000  419.   0.02   0.00    0.0   0.5   0.6   0.0   0.2   0.4      -0.088
22.10.2000  418.   0.02   0.00    0.1   0.5   0.6   0.0   0.1   0.4      -0.085
23.10.2000  421.   0.73   0.00    4.3   0.9   0.6   0.0   0.1   0.1       0.128
24.10.2000  420.   0.17   0.00    0.1   0.4   0.6   0.0   0.1   0.1      -0.086
25.10.2000  422.   0.64   0.00    3.7   0.8   0.7   0.0   0.1   0.0       0.139
26.10.2000  423.   0.61   0.00    1.7   0.7   0.7   0.0   0.1   0.0       0.091

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
27.10.2000  434.   0.21   0.00   13.4   0.3   0.9   0.0   0.0   0.0      -0.005
28.10.2000  434.   0.17   0.00    0.5   0.2   1.2   0.0   0.0   0.0      -0.092
29.10.2000  432.   0.50   0.00    0.3   0.9   1.1   0.0   0.3   0.2      -0.101
30.10.2000  436.   1.16   0.00    7.0   1.6   1.2   0.0   0.5   0.2       0.133
31.10.2000  436.   0.39   0.00    1.7   0.6   1.3   0.0   0.2   0.1      -0.059
 1.11.2000  438.   0.63   0.00    4.5   0.8   1.4   0.0   0.1   0.0       0.133
 2.11.2000  438.   0.49   0.00    1.8   0.6   1.5   0.0   0.1   0.1      -0.063
 3.11.2000  438.   0.21   0.00    2.1   0.3   1.5   0.0   0.0   0.0       0.060
 4.11.2000  437.   0.29   0.00    0.3   0.4   1.4   0.0   0.1   0.0      -0.095
 5.11.2000  436.   0.02   0.00    0.1   0.2   1.4   0.0   0.1   0.1      -0.099
 6.11.2000  436.   0.50   0.00    2.6   0.7   1.3   0.0   0.2   0.0       0.071
 7.11.2000  435.   0.04   0.00    0.2   0.3   1.3   0.0   0.2   0.1      -0.097
 8.11.2000  434.   0.00   0.00    0.0   0.2   1.2   0.0   0.2   0.1      -0.096
 9.11.2000  433.   0.15   0.00    0.8   0.3   1.2   0.0   0.2   0.1      -0.079
10.11.2000  432.   0.02   0.00    0.1   0.3   1.1   0.0   0.3   0.1      -0.098
11.11.2000  431.   0.00   0.00    0.0   0.1   1.1   0.0   0.1   0.0      -0.096
12.11.2000  432.   0.52   0.00    3.2   0.9   1.0   0.0   0.5   0.1       0.084
13.11.2000  435.   0.01   0.00    4.6   0.0   1.2   0.0   0.0   0.0       0.130
14.11.2000  434.   0.13   0.00    0.1   0.1   1.2   0.0   0.0   0.0      -0.088
15.11.2000  434.   0.25   0.00    2.1   0.3   1.2   0.0   0.1   0.0       0.084

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
16.11.2000  433.   0.28   0.00    0.1   0.4   1.2   0.0   0.1   0.0      -0.088
17.11.2000  437.   0.10   0.00    5.4   0.1   1.3   0.0   0.0   0.0       0.136
18.11.2000  436.   0.07   0.00    0.6   0.0   1.4   0.0   0.0   0.0      -0.092
19.11.2000  438.   0.56   0.00    3.7   0.6   1.4   0.0   0.1   0.0       0.110
20.11.2000  437.   0.08   0.00    0.0   0.2   1.4   0.0   0.1   0.0      -0.100
21.11.2000  437.   0.30   0.00    2.7   0.3   1.4   0.0   0.2   0.0       0.095
22.11.2000  438.   0.24   0.00    2.1   0.3   1.4   0.0   0.2   0.0       0.047
23.11.2000  438.   0.07   0.00    1.8   0.1   1.5   0.0   0.0   0.0       0.065
24.11.2000  436.   0.12   0.00    0.0   0.2   1.4   0.0   0.1   0.0      -0.102
25.11.2000  438.   0.14   0.00    3.4   0.2   1.4   0.0   0.1   0.0       0.099
26.11.2000  439.   0.20   0.00    2.8   0.2   1.5   0.0   0.0   0.0       0.100
27.11.2000  439.   0.12   0.00    2.3   0.1   1.6   0.0   0.0   0.0       0.070
28.11.2000  441.   0.12   0.00    3.2   0.1   1.7   0.0   0.0   0.0       0.107
29.11.2000  439.   0.15   0.00    0.0   0.2   1.7   0.0   0.1   0.0      -0.104
30.11.2000  438.   0.00   0.00    0.0   0.0   1.5   0.0   0.0   0.0      -0.109
 1.12.2000  438.   0.15   0.00    2.3   0.2   1.5   0.0   0.2   0.0       0.075
 2.12.2000  438.   0.02   0.00    0.4  -0.1   1.5   0.0  -0.1   0.0      -0.097
 3.12.2000  436.   0.00   0.00    0.0   0.0   1.4   0.0   0.0   0.0      -0.094
 4.12.2000  435.   0.01   0.00    0.2   0.1   1.3   0.0   0.2   0.0      -0.086
 5.12.2000  434.   0.00   0.00    0.0   0.1   1.2   0.0   0.1   0.0      -0.094

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 6.12.2000  434.   0.09   0.00    1.5   0.1   1.2   0.0   0.1   0.0       0.061
 7.12.2000  438.   0.11   0.00    5.3   0.1   1.3   0.0   0.1   0.0       0.144
 8.12.2000  437.   0.09   0.00    0.3   0.1   1.4   0.0   0.0   0.0      -0.097
 9.12.2000  435.   0.01   0.00    0.1   0.1   1.3   0.0   0.1   0.0      -0.089
10.12.2000  446.   0.01   0.00   12.0  -0.1   1.7   0.0  -0.1   0.0       0.090
11.12.2000  455.   0.44   0.00   13.3   0.6   3.2   0.0   0.4   0.0       0.171
12.12.2000  455.  -0.03   0.00    4.2  -0.2   4.5   0.0  -0.1   0.0      -0.068
13.12.2000  455.   0.51   0.00    5.6   0.9   4.5   0.0   0.8   0.0       0.080
14.12.2000  453.   0.13   0.00    2.1   0.3   4.2   0.0   0.3   0.0      -0.160
15.12.2000  463.   0.00   0.00   17.2  -0.2   6.8   0.0  -0.1   0.0       0.243
16.12.2000  458.  -0.13   0.24    2.2  -0.1   7.6   0.0  -0.2   0.0      -0.247
17.12.2000  453.  -0.20   0.00    0.2  -0.2   4.7   0.0  -0.3   0.0      -0.213
18.12.2000  450.  -0.19   0.00    0.2  -0.2   3.5   0.0  -0.3   0.0      -0.170
19.12.2000  448.  -0.04   0.00    0.0  -0.1   2.9   0.0  -0.1   0.0      -0.152
20.12.2000  445.   0.00   0.00    0.0   0.0   2.4   0.0   0.0   0.0      -0.132
21.12.2000  443.   0.09   0.00    0.0   0.1   2.1   0.0   0.0   0.0      -0.117
22.12.2000  442.   0.42   0.00    0.0   0.5   1.9   0.0   0.1   0.0      -0.112
23.12.2000  440.   0.24   0.00    0.0   0.2   1.7   0.0   0.0   0.0      -0.110
24.12.2000  439.  -0.04  14.14   15.3   0.0   1.6   0.0  -0.2   0.0      -0.107
25.12.2000  438.  -0.22  17.87    4.0  -0.1   1.5   0.0  -0.3   0.0      -0.106

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
26.12.2000  437.  -0.25  23.02    5.2  -0.3   1.4   0.0  -0.3   0.0      -0.102
27.12.2000  436.  -0.18  27.09    4.3  -0.2   1.4   0.0  -0.3   0.0      -0.090
28.12.2000  435.  -0.15  27.98    1.1  -0.1   1.3   0.0  -0.3   0.0      -0.089
29.12.2000  434.   0.02  27.96    0.5   0.2   1.2   0.0   0.0   0.0      -0.089
30.12.2000  434.  -0.23  34.30    6.4  -0.3   1.2   0.0  -0.3   0.0      -0.089
31.12.2000  433.  -0.08  34.04    0.0  -0.1   1.2   0.0  -0.1   0.0      -0.096
 1. 1.2001  432.   0.58  41.70    8.4   0.6   1.1   0.0   0.3   0.0      -0.094
 2. 1.2001  435.   0.05  39.16    1.5  -0.1   1.2   0.0   0.0   0.0       0.126
 3. 1.2001  437.   0.15  36.23    0.5   0.1   1.3   0.0   0.0   0.0       0.126
 4. 1.2001  446.   0.48  32.62    7.1   0.5   1.8   0.0   0.2   0.0       0.091
 5. 1.2001  467.   0.02  23.18   28.5  -0.3  16.5   0.0  -0.2   0.0       0.169
 6. 1.2001  463.   0.13  13.70    0.7  -0.2  14.9   0.0   0.0   0.0      -0.241
 7. 1.2001  459.   0.04   9.74    0.0   0.0   8.4   0.0   0.1   0.0      -0.228
 8. 1.2001  455.   0.04   8.76    0.7   0.1   5.5   0.0   0.2   0.0      -0.200
 9. 1.2001  456.   0.01   7.33    4.0   0.0   4.7   0.0  -0.2   0.0       0.081
10. 1.2001  452.   0.16   9.16    2.6   0.2   4.2   0.0   0.0   0.0      -0.177
11. 1.2001  450.   0.12   9.04    0.4   0.3   3.3   0.0   0.0   0.0      -0.159
12. 1.2001  447.   0.01   8.71    0.0   0.0   2.8   0.0   0.0   0.0      -0.134
13. 1.2001  445.   0.00   8.34    0.0   0.0   2.4   0.0   0.0   0.0      -0.134
14. 1.2001  444.   0.00   7.97    0.0   0.0   2.1   0.0   0.0   0.0      -0.126

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
15. 1.2001  442.   0.00   7.59    0.0   0.0   2.0   0.0   0.1   0.0      -0.113
16. 1.2001  441.   0.00   7.16    0.0   0.1   1.8   0.0   0.2   0.0      -0.108
17. 1.2001  440.   0.00   6.79    0.0   0.0   1.7   0.0   0.0   0.0      -0.101
18. 1.2001  439.   0.03   7.12    0.6   0.0   1.6   0.0   0.1   0.0      -0.106
19. 1.2001  438.   0.01   6.87    0.2   0.1   1.5   0.0   0.0   0.0      -0.104
20. 1.2001  437.   0.11   9.12    2.7   0.1   1.4   0.0   0.0   0.0      -0.095
21. 1.2001  436.   0.05  17.52    9.1   0.1   1.3   0.0  -0.1   0.0      -0.086
22. 1.2001  436.   0.10  24.86    8.8   0.0   1.3   0.0  -0.1   0.0      -0.058
23. 1.2001  443.   0.01  20.33    3.9  -0.1   1.6   0.0  -0.1   0.0       0.111
24. 1.2001  453.   0.14  10.73    3.5  -0.2   2.7   0.0   0.0   0.0       0.135
25. 1.2001  459.   0.20   4.14    4.3   0.1   5.1   0.0   0.1   0.0       0.215
26. 1.2001  457.   0.30   0.66    0.4   0.3   5.9   0.0   0.1   0.0      -0.148
27. 1.2001  459.   0.25   6.49   15.1   0.4   6.1   0.0  -0.1   0.0       0.164
28. 1.2001  457.   0.05   5.70    2.9   0.1   6.1   0.0  -0.2   0.0      -0.162
29. 1.2001  453.   0.07   5.50    0.2   0.1   4.6   0.0  -0.1   0.0      -0.211
30. 1.2001  450.   0.07   6.79    1.8   0.1   3.4   0.0  -0.1   0.0      -0.162
31. 1.2001  448.   0.15   7.24    0.9   0.2   2.9   0.0   0.0   0.0      -0.137
 1. 2.2001  446.  -0.11   8.28    1.5   0.0   2.5   0.0  -0.1   0.0      -0.133
 2. 2.2001  444.  -0.07  12.05    4.3  -0.1   2.2   0.0  -0.1   0.0      -0.127
 3. 2.2001  443.  -0.14  22.28   10.6  -0.2   2.0   0.0  -0.1   0.0      -0.115

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 4. 2.2001  443.  -0.07  35.06   15.6  -0.1   1.9   0.0  -0.1   0.0       0.091
 5. 2.2001  456.   0.09  26.75    6.8  -0.2   3.1   0.0   0.0   0.0       0.133
 6. 2.2001  466.   0.32  12.42    8.4  -0.2  12.4   0.0   0.1   0.0       0.284
 7. 2.2001  465.   0.12   0.00    3.7  -0.3  17.7   0.0   0.0   0.0      -0.137
 8. 2.2001  458.   0.33   0.00    1.8   1.0   8.8   0.0   1.1   0.0      -0.286
 9. 2.2001  454.   0.02   0.00    0.4   0.0   4.8   0.0   0.1   0.0      -0.216
10. 2.2001  450.   0.00   0.00    0.0   0.1   3.5   0.0   0.3   0.0      -0.191
11. 2.2001  448.   0.01   0.00    0.1   0.0   2.8   0.0   0.7   0.0      -0.150
12. 2.2001  447.   0.13   0.00    2.2   0.2   2.5   0.0   0.2   0.0      -0.071
13. 2.2001  445.   0.00   0.00    0.0   0.2   2.3   0.0   0.3   0.0      -0.138
14. 2.2001  443.   0.00   0.00    0.0   0.1   2.0   0.0   0.2   0.0      -0.124
15. 2.2001  441.   0.00   0.00    0.0   0.3   1.8   0.0   0.4   0.0      -0.126
16. 2.2001  439.   0.03   0.00    0.4   0.4   1.6   0.0   0.6   0.0      -0.114
17. 2.2001  438.   0.00   0.00    0.0   0.0   1.5   0.0   0.0   0.0      -0.105
18. 2.2001  437.   0.04   0.10    1.1   0.0   1.4   0.0   0.0   0.0      -0.070
19. 2.2001  439.   0.08   0.00    3.5   0.0   1.5   0.0   0.0   0.0       0.116
20. 2.2001  438.   0.12   0.00    0.6   0.1   1.5   0.0   0.0   0.0      -0.106
21. 2.2001  439.   0.15   0.00    2.8   0.2   1.5   0.0   0.1   0.0       0.099
22. 2.2001  451.   0.07   1.98   16.3   0.1   2.3   0.0   0.0   0.0       0.089
23. 2.2001  448.   0.06   3.18    1.8   0.2   3.0   0.0   0.1   0.0      -0.139

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
24. 2.2001  446.   0.20   2.66    0.0   0.4   2.6   0.0   0.1   0.0      -0.131
25. 2.2001  445.   0.12   5.13    2.9   0.1   2.3   0.0   0.2   0.0      -0.129
26. 2.2001  443.   0.05   5.89    1.1   0.0   2.0   0.0   0.0   0.0      -0.118
27. 2.2001  442.   0.00   5.31    0.0   0.2   1.9   0.0   0.3   0.0      -0.109
28. 2.2001  440.   0.00   5.03    0.1   0.0   1.7   0.0   0.4   0.0      -0.103
 1. 3.2001  440.   0.13   6.41    2.7   0.2   1.6   0.0   0.2   0.0      -0.069
 2. 3.2001  439.  -0.04  11.07    5.3   0.0   1.6   0.0  -0.1   0.0      -0.104
 3. 3.2001  438.  -0.09  13.33    2.8   0.0   1.5   0.0  -0.1   0.0      -0.104
 4. 3.2001  437.  -0.12  16.57    3.6  -0.1   1.4   0.0  -0.1   0.0      -0.097
 5. 3.2001  436.   0.01  16.22    0.0   0.0   1.3   0.0  -0.1   0.0      -0.085
 6. 3.2001  435.   0.35  15.95    0.0   0.3   1.3   0.0   0.2   0.0      -0.090
 7. 3.2001  435.   0.41  18.18    3.1   0.4   1.2   0.0   0.2   0.0      -0.076
 8. 3.2001  443.   0.07   8.91    0.9  -0.1   1.5   0.0   0.2   0.0       0.087
 9. 3.2001  452.   0.20   0.00    3.3   0.1   2.7   0.0   0.4   0.0       0.155
10. 3.2001  454.   0.24   0.00    5.8   0.5   3.8   0.0   0.5   0.0       0.118
11. 3.2001  454.   0.23   0.00    5.1   0.5   4.1   0.0   0.4   0.0       0.081
12. 3.2001  452.   0.13   0.00    2.2   0.4   3.9   0.0   0.5   0.0      -0.152
13. 3.2001  453.   0.31   0.00    5.4   0.7   3.7   0.0   0.7   0.0       0.094
14. 3.2001  451.   0.12   0.00    2.0   0.1   3.6   0.0   0.6   0.0      -0.138
15. 3.2001  450.   0.07   0.00    1.2   0.1   3.2   0.0   0.8   0.0      -0.138

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
16. 3.2001  448.   0.06   0.00    1.0   0.1   2.8   0.0   0.1   0.0      -0.126
17. 3.2001  451.   0.16   0.00    6.8   0.2   3.0   0.0   0.1   0.0       0.168
18. 3.2001  458.   0.13   0.00   11.8   0.2   4.5   0.0   0.1   0.0       0.210
19. 3.2001  458.   0.26   1.26    7.6   0.3   6.0   0.0   0.3   0.0       0.033
20. 3.2001  454.   0.09   0.73    0.0   0.3   4.9   0.0   0.4   0.0      -0.217
21. 3.2001  451.   0.23   8.12    8.1   0.3   3.6   0.0   0.2   0.0      -0.173
22. 3.2001  455.   0.12   0.32    0.6  -0.2   3.9   0.0   0.1   0.0       0.196
23. 3.2001  461.   0.07   0.00   11.6  -0.1   6.2   0.0   0.0   0.0       0.221
24. 3.2001  459.   0.29   0.00    6.2   0.5   7.4   0.0   0.3   0.0      -0.121
25. 3.2001  457.  -0.03  15.23   19.6   0.0   6.0   0.0   0.0   0.0      -0.163
26. 3.2001  453.  -0.03  15.61    0.8   0.1   4.5   0.0  -0.1   0.0      -0.200
27. 3.2001  450.   0.31  15.26    0.0   0.3   3.4   0.0   0.2   0.0      -0.163
28. 3.2001  448.   0.18  15.04    0.0   0.0   2.8   0.0   0.2   0.0      -0.138
29. 3.2001  458.   0.40   3.59    2.4   0.0   3.9   0.0   0.4   0.0       0.189
30. 3.2001  456.   0.05   0.00    0.8   0.3   5.5   0.0   0.5   0.0      -0.116
31. 3.2001  452.   0.00   0.00    0.0   1.0   4.2   0.0   1.5   0.0      -0.214
 1. 4.2001  448.   0.00   0.00    0.0   0.9   3.0   0.0   1.2   0.0      -0.168
 2. 4.2001  444.   0.02   0.00    0.3   1.7   2.3   0.0   2.4   0.0      -0.178
 3. 4.2001  442.   0.06   0.00    1.1   0.9   2.0   0.0   1.2   0.0      -0.121
 4. 4.2001  445.   0.36   0.00    6.0   1.2   2.0   0.0   1.4   0.0       0.146

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 5. 4.2001  457.   0.52   0.00   16.6   1.5   3.4   0.0   1.6   0.0       0.148
 6. 4.2001  456.   0.27   0.00    5.0   0.6   5.1   0.0   0.6   0.0      -0.076
 7. 4.2001  451.   0.01   0.00    0.1   0.9   4.1   0.0   1.4   0.0      -0.202
 8. 4.2001  449.   0.11   0.00    1.8   1.1   3.1   0.0   1.4   0.0      -0.149
 9. 4.2001  447.   0.09   0.00    1.5   1.0   2.7   0.0   1.2   0.0      -0.140
10. 4.2001  449.   0.24   0.00    5.2   0.7   2.7   0.0   0.6   0.0       0.126
11. 4.2001  448.   0.12   0.00    2.0   0.2   2.7   0.0   0.2   0.0      -0.090
12. 4.2001  447.   0.11   0.00    2.0   0.1   2.6   0.0   1.1   0.0      -0.080
13. 4.2001  446.   0.03   0.00    0.6   0.0   2.4   0.0   0.9   0.0      -0.121
14. 4.2001  443.   0.00   0.00    0.0   0.8   2.1   0.0   1.2   0.0      -0.149
15. 4.2001  455.   0.19   4.06   19.8   0.2   3.0   0.0   0.1   0.0       0.133
16. 4.2001  457.   0.07   0.00    3.3   0.0   5.0   0.0   0.0   0.0       0.158
17. 4.2001  453.   0.22   0.00    0.3   0.6   4.5   0.0   0.6   0.0      -0.215
18. 4.2001  453.   0.22   0.00    3.7   0.2   3.7   0.0   0.2   0.0      -0.076
19. 4.2001  452.   0.15   0.00    2.8   0.2   3.6   0.0   0.8   0.0      -0.099
20. 4.2001  449.   0.01   0.00    0.2   0.0   3.1   0.0   0.7   0.0      -0.158
21. 4.2001  447.   0.01   0.00    0.2   0.0   2.6   0.0   1.5   0.0      -0.136
22. 4.2001  443.   0.00   0.00    0.0   1.1   2.2   0.0   1.4   0.0      -0.157
23. 4.2001  441.   0.00   0.00    0.0   1.3   1.8   0.0   1.6   0.0      -0.159
24. 4.2001  438.   0.03   0.00    0.6   1.6   1.6   0.0   2.0   0.0      -0.137

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
25. 4.2001  449.   0.24   0.00   13.2   0.4   2.0   0.0   0.3   0.0       0.094
26. 4.2001  449.   0.22   0.00    3.7   0.9   2.8   0.0   1.0   0.0       0.008
27. 4.2001  450.   0.28   0.00    4.7   0.9   2.9   0.0   0.8   0.0       0.095
28. 4.2001  448.   0.11   0.00    1.9   0.8   2.8   0.0   1.0   0.0      -0.128
29. 4.2001  446.   0.15   0.00    2.4   1.4   2.5   0.0   1.7   0.0      -0.125
30. 4.2001  443.   0.01   0.00    0.1   1.9   2.2   0.0   2.3   0.0      -0.170
 1. 5.2001  439.   0.00   0.00    0.0   2.3   1.7   0.0   3.1   0.0      -0.160
 2. 5.2001  435.   0.00   0.00    0.0   2.2   1.4   0.0   3.0   0.0      -0.140
 3. 5.2001  431.   0.00   0.00    0.0   2.9   1.2   0.0   3.7   0.0      -0.141
 4. 5.2001  430.   0.00   0.00    0.0   1.0   1.0   0.0   1.4   0.0      -0.134
 5. 5.2001  428.   0.00   0.00    0.0   0.5   0.9   0.0   0.7   0.0      -0.113
 6. 5.2001  427.   0.00   0.00    0.0   0.7   0.9   0.0   1.0   0.0      -0.148
 7. 5.2001  425.   0.00   0.00    0.0   1.1   0.8   0.0   1.6   0.0      -0.161
 8. 5.2001  422.   0.00   0.00    0.0   2.1   0.7   0.0   2.6   0.0      -0.149
 9. 5.2001  419.   0.00   0.00    0.0   2.5   0.7   0.0   3.2   0.0      -0.114
10. 5.2001  416.   0.00   0.00    0.0   2.9   0.6   0.0   4.0   0.0      -0.069
11. 5.2001  413.   0.00   0.00    0.0   2.8   0.5   0.0   3.4   0.0      -0.045
12. 5.2001  410.   0.00   0.00    0.0   2.6   0.4   0.0   3.4   0.0      -0.036
13. 5.2001  407.   0.00   0.00    0.0   2.5   0.4   0.0   3.2   0.0      -0.071
14. 5.2001  404.   0.00   0.00    0.0   2.3   0.3   0.0   2.7   0.0      -0.037

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
15. 5.2001  402.   0.01   0.00    0.1   1.7   0.3   0.0   1.9   0.2      -0.094
16. 5.2001  406.   0.48   0.00    5.9   2.2   0.3   0.0   2.0   0.2       0.024
17. 5.2001  406.   0.24   0.00    2.6   1.7   0.3   0.0   1.5   0.3       0.041
18. 5.2001  408.   0.35   0.00    3.4   1.2   0.4   0.0   1.0   0.2       0.116
19. 5.2001  407.   0.00   0.00    0.0   1.0   0.4   0.0   1.0   0.3      -0.089
20. 5.2001  404.   0.00   0.00    0.0   2.2   0.3   0.0   1.3   1.1      -0.031
21. 5.2001  402.   0.00   0.00    0.0   1.6   0.3   0.0   1.0   0.7      -0.095
22. 5.2001  400.   0.01   0.00    0.1   2.0   0.3   0.0   1.1   1.0      -0.033
23. 5.2001  396.   0.00   0.00    0.0   3.6   0.3   0.0   1.8   2.0      -0.011
24. 5.2001  392.   0.00   0.00    0.0   4.1   0.2   0.0   1.6   2.6       0.038
25. 5.2001  388.   0.00   0.00    0.0   3.9   0.2   0.0   1.4   2.6       0.025
26. 5.2001  384.   0.00   0.00    0.0   3.9   0.2   0.0   1.3   2.7       0.019
27. 5.2001  382.   0.12   0.00    0.6   2.6   0.1   0.0   1.1   1.5      -0.040
28. 5.2001  383.   0.51   0.00    2.5   0.9   0.1   0.0   0.3   0.1       0.047
29. 5.2001  380.   0.02   0.00    0.1   3.5   0.1   0.0   1.5   2.2       0.028
30. 5.2001  377.   0.00   0.00    0.0   2.1   0.1   0.0   0.6   1.6      -0.022
31. 5.2001  390.   0.96   0.00   15.0   1.7   0.1   0.0   0.4   0.4       0.007
 1. 6.2001  395.   0.92   0.00    6.1   1.3   0.2   0.0   0.2   0.2      -0.004
 2. 6.2001  410.   0.42   0.00   16.1   0.6   0.3   0.0   0.1   0.1       0.023
 3. 6.2001  424.   1.15   0.00   16.0   1.3   0.5   0.0   0.2   0.0      -0.008

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 4. 6.2001  426.   0.65   0.00    3.1   0.8   0.8   0.0   0.1   0.0       0.100
 5. 6.2001  426.   1.15   0.00    2.8   2.0   0.8   0.0   0.3   0.6       0.058
 6. 6.2001  436.   1.30   0.00   13.1   2.5   1.0   0.0   0.3   0.9      -0.003
 7. 6.2001  438.   1.12   0.00    5.8   1.4   1.4   0.0   0.2   0.2       0.145
 8. 6.2001  440.   1.17   0.00    5.1   1.7   1.6   0.0   0.2   0.4       0.103
 9. 6.2001  437.   0.00   0.00    0.0   2.1   1.5   0.0   0.3   1.9      -0.149
10. 6.2001  434.   0.16   0.00    0.5   1.7   1.3   0.0   0.2   1.3      -0.136
11. 6.2001  432.   0.13   0.00    0.4   2.0   1.1   0.0   0.3   1.6      -0.137
12. 6.2001  430.   0.07   0.00    0.2   1.0   1.0   0.0   0.2   0.7      -0.133
13. 6.2001  427.   0.04   0.00    0.1   2.4   0.9   0.0   0.3   2.1      -0.154
14. 6.2001  423.   0.00   0.00    0.0   2.8   0.8   0.0   0.4   2.5      -0.113
15. 6.2001  423.   1.84   0.00    5.1   4.3   0.7   0.0   0.4   2.1       0.080
16. 6.2001  421.   0.17   0.00    0.5   2.4   0.7   0.0   0.3   1.9      -0.145
17. 6.2001  425.   1.46   0.00    7.5   2.5   0.7   0.0   0.2   0.8       0.082
18. 6.2001  435.   0.33   0.00   11.6   0.4   1.0   0.0   0.0   0.1       0.000
19. 6.2001  434.   0.69   0.00    0.1   0.9   1.2   0.0   0.1   0.2      -0.101
20. 6.2001  429.   0.00   0.00    0.0   3.7   1.1   0.0   0.4   3.4      -0.105
